-10.135056 -2.653756
-4.476968 6.750428
-4.372434 4.492688
13.812304 5.677809
-3.782623 -0.800496
-1.423052 13.850459
-4.548706 14.429081
12.425018 7.262790
-10.840252 -8.376775
9.823317 0.883622
1.139382 -1.095726
6.830037 3.677800
9.480852 7.655819
14.930957 3.821602
8.854365 -5.703094
-3.817958 11.393794
-1.120867 2.891132
5.329650 -0.218418
-4.363182 2.101863
9.118173 4.569362
8.472681 -3.192043
4.308638 11.091597
0.946057 10.099976
1.540047 -2.031790
9.284433 -4.448403
-3.177413 3.626873
-12.873219 11.142442
-4.985196 9.357518
11.801354 4.485003
10.934967 13.500503
-13.190187 -5.010836
1.728531 13.671152
8.879240 -14.936637
-4.230420 -8.414900
-3.510372 9.109725
7.117357 11.609416
-0.146567 -14.723259
-0.439170 -1.615331
10.773227 1.468578
-3.432674 2.497148
-14.353963 13.098505
0.891348 8.932728
14.510685 -9.389434
-11.302041 5.877689
-8.550749 1.588387
-13.580024 7.617512
-2.056746 -0.506796
-1.325191 -9.492350
-12.911242 4.551862
-1.142561 3.964940
-9.080053 -1.218193
-4.364808 -14.562899
5.353211 -7.257137
-12.983290 -5.989354
9.941095 12.537279
10.699769 -4.230826
-4.669424 -10.148537
0.202874 2.351397
-3.282153 6.353789
-13.486449 -0.343485
10.920738 12.331879
-1.409389 -5.831549
8.665536 12.717969
13.006348 -2.055665
-11.117559 9.603195
6.615875 -12.108334
10.543180 7.977846
-13.830129 9.733249
11.023393 7.018512
-13.720871 -12.695901
9.767460 13.586845
-7.090036 -6.588903
0.322498 -2.285946
7.003346 -6.626168
-14.169132 -4.801145
-0.349922 -12.244309
5.113699 -2.010223
-4.885299 -6.603722
-4.927967 11.163130
-5.482083 -5.659283
3.759420 -0.432454
-12.875365 -13.463384
-13.893305 -11.696558
1.021666 -5.677014
10.850019 10.844588
12.376279 10.510475
4.403419 -8.129736
0.350828 4.259406
0.895084 3.284140
14.701035 9.157998
-5.184041 -0.597934
-3.531661 13.494777
0.134344 -0.682297
13.795342 -2.759667
-7.252038 3.337345
3.068457 4.871475
14.038215 -3.795985
5.810669 2.236823
-7.102446 -9.466511
-11.833087 2.857174
2.708523 6.141308
-11.229947 -3.189931
-12.338638 5.529847
11.696157 -3.623892
-4.913082 -9.175409
7.615507 2.888423
14.212479 -10.910568
-1.877982 10.703060
1.647306 11.386343
1.942068 12.433907
-2.169900 -13.454625
1.737468 4.319742
-12.686692 9.718073
-9.216272 -8.908922
-9.929014 -7.569825
-10.683832 8.426066
-5.010883 13.496348
-11.956959 -5.238181
-0.067528 6.977982
-6.684425 -3.182520
-11.650229 -6.437357
-5.308227 5.175776
6.350691 -5.556063
0.354670 1.288076
1.535437 -12.269712
-11.244242 -2.097459
5.660891 6.881406
-8.769246 -10.445270
-2.624489 -1.621318
0.797432 -13.807687
3.493479 -8.877544
-9.886302 -9.799217
-12.214986 12.080998
-0.858291 -4.794863
-7.958343 5.446723
2.651484 -1.690432
-10.379134 7.471168
-12.476939 -2.936501
-8.713511 -7.394329
10.191155 3.874173
5.624879 -4.052833
5.895323 -12.828523
14.052130 -14.923376
12.373803 8.822729
-10.304245 12.552906
10.980501 -13.186687
-2.709981 8.504995
2.366597 -13.266206
7.892063 5.668042
-6.576631 -5.458423
0.144275 -4.744265
-6.804682 12.420688
-1.950528 -6.735820
-10.251122 -11.864305
8.697926 -11.348930
-1.182004 14.864418
-8.111430 -8.355212
-8.846324 10.625938
-13.016753 -9.038584
-13.282489 6.625638
-5.653549 -9.924769
-1.311922 0.601702
5.501794 -13.789278
13.833694 1.833159
2.920119 -4.724827
10.872207 -14.435131
7.710888 -11.742383
-4.028001 -13.093353
-6.782340 10.699433
-8.407942 3.244008
14.620753 -13.730067
-11.938906 -13.914312
12.637994 -12.136891
9.087707 9.322007
-8.734331 4.807864
10.647436 2.475316
1.916512 -7.584934
-6.065580 -13.927960
-14.690565 1.799086
-0.376365 14.260828
-6.082271 11.606888
-4.921660 -1.626512
-6.949435 -12.227695
-11.568820 10.592729
7.728668 -7.420018
-12.459898 13.082430
-13.731591 -6.778502
-11.804836 8.596617
6.734146 1.013187
5.405949 10.745839
-10.719430 -5.931027
6.424926 -7.695824
-3.392451 4.827777
-3.523812 7.552184
-0.927249 5.990869
-9.226573 -4.553016
12.160709 -10.360223
-9.022698 -3.035443
-14.721874 -7.462396
14.673142 6.769972
13.103393 -10.854507
13.015114 6.430978
-1.900930 -4.537463
-12.056145 1.087532
10.878011 -2.662704
14.272811 -5.034683
2.682074 14.888023
-12.616858 2.134057
13.850923 3.843471
-13.567192 2.506626
-9.314979 -11.498547
9.676997 1.940550
6.027649 9.927123
8.688044 8.373630
-8.222510 -6.376302
0.644753 -11.629120
0.443311 -6.631791
12.592863 13.357192
11.072425 8.955096
8.017521 -6.306347
8.576409 -0.138495
5.742264 3.345339
-3.076778 -8.023991
-10.997876 -9.872205
7.627819 -5.329392
-5.790513 14.191365
14.020486 10.042502
-0.444859 -10.079130
11.100529 -7.710987
-9.331410 -0.234487
3.829441 5.778336
8.477182 11.734839
-1.608106 -1.406239
-2.294727 -3.526777
12.346392 3.448575
8.482632 -12.382585
-9.600081 1.946226
3.839548 -10.003881
0.507903 12.039923
7.988289 -2.156270
-11.828722 -9.198458
-7.540254 6.478458
10.924519 -8.776731
-6.096126 -8.828325
-7.589814 -5.417633
4.146252 -13.555649
-9.680813 -6.469143
13.138072 14.306572
-14.471539 -8.452447
0.278465 11.007149
-11.139321 -13.153630
-7.130949 -2.160803
1.140188 6.355376
14.487413 -6.579674
-9.241022 7.365449
-5.219469 3.939085
6.927721 -2.175742
-7.996401 -1.274470
9.947159 -7.657151
-6.225880 3.878180
11.974137 6.298095
5.775408 -10.647420
13.337433 -14.122681
-14.576063 2.840609
-6.533946 2.593864
-1.127273 8.499743
12.483471 -9.186229
-3.568918 -4.578683
-6.097671 8.495153
-6.639351 1.453802
-10.452258 10.662965
-0.865573 10.923491
0.225237 5.883366
-10.163341 -12.870303
-11.037116 0.669006
-4.738169 -11.265953
4.928883 1.677248
14.915973 -12.697635
3.787349 7.718200
5.717945 0.859024
5.991743 -0.984256
-8.512508 -2.139185
6.868112 9.287418
-7.141845 -14.244386
9.904927 11.438296
1.816408 -14.460166
13.486845 -6.683055
10.282936 -1.842744
-8.219144 -14.307912
-13.495941 -7.768077
5.194898 -5.035833
-10.482802 -0.173424
8.217801 7.293372
-14.207530 12.033737
-14.127504 14.421738
-11.361069 7.688125
-3.321042 1.365192
-11.765205 -0.040751
12.172601 -8.093970
2.589732 10.203154
-7.078346 -8.355783
7.177496 -9.534511
10.809849 -11.684102
3.704823 14.787087
3.675826 -11.724509
-2.649361 -11.068073
-2.236390 3.080899
8.694214 6.408657
7.679965 -14.199949
3.408682 -2.406197
10.795910 -6.612099
11.528649 14.410366
11.985088 -2.653747
5.372891 5.868777
-11.390161 12.778648
11.800508 11.333245
9.760983 6.588686
1.605758 -11.109185
-2.987662 12.490374
-13.110622 8.763677
9.185255 -6.703256
-0.520574 -8.722895
-2.322910 4.172014
